Date,Open,High,Low,Close,Adj Close,Volume
2009-06-12,1.658292,1.659999,1.635002,1.643088,1.643088,0
2009-06-15,1.642711,1.644493,1.624722,1.629487,1.629487,0
2009-06-16,1.629806,1.649811,1.622192,1.639694,1.639694,0
2009-06-17,1.639613,1.648071,1.622507,1.638807,1.638807,0
2009-06-18,1.638619,1.646605,1.619433,1.636608,1.636608,0
2009-06-19,1.636608,1.655109,1.630896,1.652210,1.652210,0
2009-06-22,1.647501,1.651691,1.632493,1.634788,1.634788,0
2009-06-23,1.634895,1.647447,1.621613,1.643358,1.643358,0
2009-06-24,1.644007,1.660495,1.637412,1.642791,1.642791,0
2009-06-25,1.643007,1.646822,1.623904,1.637331,1.637331,0
2009-06-26,1.637090,1.655602,1.636902,1.652892,1.652892,0
2009-06-29,1.651337,1.658787,1.643331,1.657001,1.657001,0
2009-06-30,1.657798,1.674201,1.642791,1.646687,1.646687,0
2009-07-01,1.646768,1.654397,1.638995,1.647799,1.647799,0
2009-07-02,1.647609,1.650083,1.632813,1.634735,1.634735,0
2009-07-03,1.634708,1.642791,1.629408,1.629408,1.629408,0
2009-07-06,1.629195,1.632813,1.609787,1.627392,1.627392,0
2009-07-07,1.628002,1.629700,1.611500,1.611629,1.611629,0
2009-07-08,1.611655,1.613606,1.598696,1.605910,1.605910,0
2009-07-09,1.605703,1.637197,1.603207,1.634307,1.634307,0
2009-07-10,1.634227,1.634387,1.616005,1.621797,1.621797,0
2009-07-13,1.621403,1.626413,1.603798,1.625408,1.625408,0
2009-07-14,1.625488,1.633907,1.623192,1.631987,1.631987,0
2009-07-15,1.632093,1.646904,1.630603,1.643196,1.643196,0
2009-07-16,1.643574,1.646118,1.635965,1.641605,1.641605,0
2009-07-17,1.641605,1.642198,1.626889,1.633213,1.633213,0
2009-07-20,1.654534,1.654534,1.652401,1.652456,1.652456,0
2009-07-21,1.644791,1.644818,1.642009,1.642009,1.642009,0
2009-07-22,1.646091,1.646551,1.644710,1.645007,1.645007,0
2009-07-23,1.651255,1.652346,1.651200,1.651200,1.651200,0
2009-07-24,1.644710,1.644710,1.644710,1.644710,1.644710,0
2009-07-27,1.648587,1.648587,1.647094,1.648533,1.648533,0
2009-07-28,1.640743,1.642036,1.639613,1.641093,1.641093,0
2009-07-29,1.635911,1.636688,1.634387,1.635109,1.635109,0
2009-07-30,1.649893,1.651500,1.649702,1.650792,1.650792,0
2009-07-31,1.670509,1.670509,1.670509,1.670509,1.670509,0
2009-08-03,1.694398,1.695001,1.693595,1.694111,1.694111,0
2009-08-04,1.694197,1.696008,1.694197,1.695404,1.695404,0
2009-08-05,1.700044,1.700507,1.698918,1.699611,1.699611,0
2009-08-06,1.679233,1.681011,1.678838,1.681011,1.681011,0
2009-08-07,1.668502,1.668502,1.668502,1.668502,1.668502,0
2009-08-10,1.647799,1.648288,1.646931,1.647881,1.647881,0
2009-08-11,1.648968,1.649212,1.648397,1.648995,1.648995,0
2009-08-12,1.650410,1.651091,1.650410,1.651010,1.651010,0
2009-08-13,1.657083,1.658100,1.656699,1.657001,1.657001,0
2009-08-14,1.654397,1.654397,1.654397,1.654397,1.654397,0
2009-08-17,1.633613,1.635296,1.633293,1.635189,1.635189,0
2009-08-18,1.655191,1.659310,1.654999,1.658897,1.658897,0
2009-08-19,1.653302,1.656589,1.653302,1.655903,1.655903,0
2009-08-20,1.650601,1.652019,1.650601,1.651091,1.651091,0
2009-08-21,1.650111,1.650111,1.650111,1.650111,1.650111,0
2009-08-24,1.641309,1.642009,1.640258,1.640797,1.640797,0
2009-08-25,1.634788,1.635002,1.631268,1.631588,1.631588,0
2009-08-26,1.623798,1.624511,1.622692,1.622902,1.622902,0
2009-08-27,1.627207,1.629992,1.627207,1.629275,1.629275,0
2009-08-28,1.626201,1.626201,1.626201,1.626201,1.626201,0
2009-08-31,1.628771,1.629540,1.628771,1.629195,1.629195,0
2009-09-01,1.616135,1.616397,1.612045,1.612903,1.612903,0
2009-09-02,1.626810,1.628479,1.626810,1.627604,1.627604,0
2009-09-03,1.632893,1.633987,1.632760,1.632760,1.632760,0
2009-09-04,1.639210,1.639210,1.639210,1.639210,1.639210,0
2009-09-07,1.633613,1.634895,1.633400,1.633987,1.633987,0
2009-09-08,1.651800,1.652210,1.651391,1.651937,1.651937,0
2009-09-09,1.653795,1.654588,1.653330,1.653412,1.653412,0
2009-09-10,1.665390,1.665861,1.665196,1.665612,1.665612,0
2009-09-11,1.668112,1.668112,1.668112,1.668112,1.668112,0
2009-09-14,1.659448,1.661406,1.659200,1.660992,1.660992,0
2009-09-15,1.648913,1.649702,1.648506,1.649648,1.649648,0
2009-09-16,1.648044,1.649158,1.647935,1.647989,1.647989,0
2009-09-17,1.645413,1.645522,1.643818,1.643818,1.643818,0
2009-09-18,1.627101,1.627101,1.627101,1.627101,1.627101,0
2009-09-21,1.622218,1.622902,1.621508,1.622007,1.622007,0
2009-09-22,1.636581,1.640393,1.636581,1.638404,1.638404,0
2009-09-23,1.633400,1.635590,1.632813,1.635109,1.635109,0
2009-09-24,1.604107,1.604802,1.592103,1.593702,1.593702,0
2009-09-25,1.597699,1.597699,1.597699,1.597699,1.597699,0
2009-09-28,1.588562,1.589598,1.588260,1.588739,1.588739,0
2009-09-29,1.597138,1.597597,1.595864,1.597112,1.597112,0
2009-09-30,1.600589,1.601204,1.600000,1.600205,1.600205,0
2009-10-01,1.592002,1.592788,1.589396,1.590204,1.590204,0
2009-10-02,1.587906,1.587906,1.587906,1.587906,1.587906,0
2009-10-05,1.593498,1.595202,1.593498,1.594947,1.594947,0
2009-10-06,1.591900,1.593905,1.591900,1.592179,1.592179,0
2009-10-07,1.595303,1.597699,1.595303,1.596398,1.596398,0
2009-10-08,1.606710,1.606710,1.604596,1.605832,1.605832,0
2009-10-09,1.584008,1.584008,1.584008,1.584008,1.584008,0
2009-10-12,1.580803,1.582604,1.580803,1.581403,1.581403,0
2009-10-13,1.593397,1.594007,1.592788,1.593168,1.593168,0
2009-10-14,1.599872,1.600896,1.599693,1.600589,1.600589,0
2009-10-15,1.628903,1.633907,1.628399,1.633907,1.633907,0
